what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300132508129
error,log,,,"Failed to load properties file for project 'TPG_Server'",1300132508452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132514272
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132515545
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300132519023
error,log,,,"Failed to load properties file for project 'TPG_Server'",1300132519490
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132536680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132544103
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1300132546292
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132552691
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132759388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132763840
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132766290
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300132776345
error,log,,,"Failed to load properties file for project 'TPG_Server'",1300132776666
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300132777818
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300132778754
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1300132779800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132782330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132784454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132785655
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132807356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300132813815
error,log,,,"Failed to load properties file for project 'TPG_Server'",1300132814100
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300132814994
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132816134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132817098
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1300132819077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132825572
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132831751
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132832934
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300132834032
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300132835228
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300132838207
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300132838775
